lat, lon
42.4098, -83.1443
42.4309, -83.1956
42.3767, -83.143
42.4036, -82.9311
42.3717, -83.1033
42.3775, -83.1107
42.3837, -82.9931
42.423, -83.2576
42.3797, -83.1707
42.4372, -83.0002
42.3453, -83.0364
42.4366, -83.0111
42.417, -83.1854
42.4061, -83.1396
42.4415, -83.1502
42.4405, -83.0592
42.4007, -83.1706
42.4161, -82.9366
42.4177, -82.954
42.3998, -83.1396
42.4117, -83.1271
42.4348, -83.0386
42.4108, -83.2572
42.3877, -82.9901
42.3533, -83.0224
42.3684, -83.0721
42.4236, -82.9277
42.44, -83.0737
42.4394, -83.1847
42.349, -83.0611
42.3711, -83.044
42.3366, -83.0555
42.331, -83.1494
42.4229, -82.9543
42.4263, -82.9342
42.4356, -83.1745
42.4309, -83.069
42.409, -82.9231
42.407, -82.9388
42.4065, -83.2511
42.3476, -83.2585
42.3992, -82.9839
42.3314, -83.0381
42.4378, -83.0307
42.4326, -83.0438
42.419, -83.1067
42.4255, -83.2413
42.4018, -83.1896
42.4069, -83.1931
42.4441, -83.1395
42.358, -83.197
42.4153, -83.0558
42.3422, -83.2185
42.4472, -82.9895
42.4195, -83.1706
42.4138, -83.0408
42.4021, -83.1426
42.3222, -83.0773
42.426, -83.1794
42.3312, -83.1187
42.4206, -83.0617
42.4377, -83.1511
42.3501, -83.2242
42.3992, -83.0143
42.4494, -82.9881
42.4316, -83.0479
42.3697, -83.159
42.353, -83.0619
42.4067, -83.1887
42.4017, -83.2389
42.412, -82.9297
42.4052, -82.9649
42.3347, -83.0401
42.4082, -83.2607
42.3472, -83.0495
42.4181, -83.1908
42.3324, -83.041
42.4365, -82.9984
42.2978, -83.1031
42.426, -82.9724
42.3438, -83.0528
42.3895, -83.0157
42.4238, -83.1332
42.3923, -83.0062
42.3638, -83.0039
42.3434, -83.0099
42.3913, -82.9726
42.3728, -83.0831
42.3575, -83.2222
42.4465, -82.9623
42.3088, -83.1193
42.4375, -82.9927
42.3428, -83.2236
42.3281, -83.1136
42.3393, -83.2014
42.3451, -83.1985
42.3619, -83.1699
42.434, -83.0251
42.358, -83.0604
42.4236, -83.164
42.4216, -82.9868
42.4315, -83.2476
42.3057, -83.1137
42.4465, -83.1192
42.4304, -83.1996
42.4423, -82.9968
42.3338, -83.0426
42.4091, -83.1796
42.3832, -83.2055
42.3656, -83.1197
42.4492, -82.9537
42.3379, -83.0389
42.4114, -83.1859
42.3275, -83.0524
42.4171, -82.9258
42.425, -83.1536
42.3942, -82.9854
42.4198, -83.1971
42.361, -83.064
42.3534, -83.0115
42.3478, -83.0651
42.4064, -82.922
42.4179, -82.9499
42.401, -83.1506
42.4468, -83.0724
42.396, -83.1154
42.3563, -83.1938
42.3653, -83.1197
42.3422, -83.0573
42.4294, -83.2387
42.418, -82.9429
42.3369, -83.0529
42.4051, -83.0682
42.4022, -82.9573
42.4232, -83.0702
42.3355, -83.0876
42.4339, -83.0277
42.3318, -83.0417
42.3909, -83.1934
42.4072, -83.0745
42.4338, -83.2106
42.4209, -83.0737
42.3266, -83.0497
42.4111, -83.2099
42.3895, -82.9967
42.4313, -83.141
42.3208, -83.104
42.4499, -82.9426
42.4152, -83.2075
42.3314, -83.0417
42.4206, -83.2843
42.4484, -82.956
42.3842, -83.016
42.3909, -83.2297
42.4123, -83.1989
42.4493, -83.0956
42.3985, -82.9311
42.3419, -83.0397
42.3497, -83.0489
42.3744, -82.9885
42.4178, -83.1048
42.3607, -83.1558
42.3661, -83.2213
42.3726, -83.22
42.331, -83.1304
42.4005, -83.2009
42.4294, -83.2463
42.329, -83.1071
42.4396, -82.9805
42.3925, -83.1559
42.3453, -83.0153
42.3272, -83.0537
42.4401, -83.0835
42.3839, -83.2421
42.3653, -83.0867
42.4307, -83.2431
42.3357, -83.0944
42.3957, -83.1919
42.3524, -83.1353
42.4362, -83.1845
42.4236, -82.9847
42.3254, -83.0525
42.3963, -83.1273
42.4316, -82.9655
42.3889, -83.1041
42.4347, -82.9555
42.3529, -83.1294
42.4183, -82.9874
42.4283, -83.1877
42.4427, -83.0026
42.3845, -83.1075
42.3769, -83.1448
42.4325, -82.9708
42.4129, -83.2524
42.3748, -83.2311
42.4072, -82.9505
42.3588, -83.1577
42.4388, -83.0484
42.3148, -83.1185
42.4408, -83.2006
42.3816, -83.1349
42.3302, -83.1304
42.3846, -82.9614
42.4119, -83.1413
42.4434, -83.2478
42.4067, -83.2325
42.3609, -83.0259
42.4198, -83.1809
42.4201, -83.1113
42.4049, -83.209
42.3722, -83.0749
42.4271, -82.9431
42.3664, -83.0422
42.3733, -83.1089
42.4019, -83.2691
42.3726, -83.0193
42.337, -83.0886
42.4193, -83.0044
42.3523, -83.0647
42.4089, -83.0799
42.3568, -83.1902
42.4189, -83.1829
42.3502, -83.0642
42.4444, -83.1816
42.4294, -83.2793
42.4154, -83.2313
42.4345, -82.9531
42.3788, -83.1425
42.4143, -83.146
42.3039, -83.1348
42.4299, -83.0847
42.4388, -83.0175
42.3601, -83.1669
42.3429, -83.1457
42.3577, -83.1533
42.4493, -82.9762
42.4311, -83.2539
42.4189, -82.9411
42.4348, -83.2327
42.3309, -83.1338
42.4022, -82.9333
42.4314, -83.0299
42.4229, -83.2024
42.3546, -83.1416
42.4291, -83.2788
42.4178, -83.1057
42.434, -82.9915
42.4377, -83.1721
42.3591, -83.2346
42.4169, -82.9526
42.4298, -83.2295
42.4446, -83.1818
42.3578, -82.9987
42.3561, -83.2292
42.4099, -83.1601
42.4053, -83.1405
42.4046, -82.9863
42.3575, -83.0768
42.3309, -83.0507
42.3287, -83.041
42.4351, -83.0337
42.4291, -83.1433
42.4284, -83.2087
42.4174, -82.9283
42.3588, -83.2233
42.3707, -82.9526
42.4113, -83.2561
42.4136, -83.1972
42.436, -83.178
42.3847, -82.9509
42.4131, -83.1989
42.2962, -83.1151
42.4274, -83.1759
42.4356, -83.0653
42.3312, -83.1115
42.4001, -82.9813
42.3932, -83.1335
42.3957, -82.9609
42.4088, -83.1762
42.431, -83.1746
42.352, -83.1271
42.36, -83.0494
42.4016, -82.9706
42.3696, -83.1446
42.419, -83.1894
42.3602, -83.1016
42.4122, -82.9493
42.4281, -83.1735
42.4397, -83.002
42.4416, -83.1543
42.4305, -83.0316
42.3504, -83.2364
42.3315, -83.0357
42.4421, -82.9531
42.4254, -83.0024
42.4201, -83.2633
42.4357, -83.1389
42.3318, -83.0418
42.4287, -82.9554
42.4493, -82.9761
42.3354, -83.0471
42.4168, -82.923
42.3949, -83.1995
42.3531, -83.1274
42.3315, -83.0752
42.3928, -82.9305
42.3876, -83.1974
42.4426, -83.2133
42.4182, -83.0009
42.3956, -83.1418
42.3525, -83.0991
42.4402, -83.0307
42.4379, -83.0778
42.2758, -83.151
42.3572, -83.2355
42.3708, -82.9897
42.353, -83.2327
42.4323, -82.9461
42.4331, -83.1698
42.2938, -83.1352
42.3318, -83.2318
42.3397, -83.224
42.3359, -83.1398
42.3572, -83.2245
42.4164, -82.9704
42.3543, -83.207
42.4367, -83.2046
42.4101, -82.9578
42.3635, -83.0888
42.4279, -82.9517
42.4085, -82.9473
42.4005, -83.2208
42.4172, -83.1406
42.4044, -83.1278
42.3129, -83.1299
42.4389, -82.9866
42.4284, -83.1781
42.4065, -83.1323
42.4388, -83.0162
42.4069, -83.0272
42.3889, -83.1206
42.3555, -83.121
42.404, -83.0213
42.4407, -83.2356
42.347, -83.072
42.3766, -83.0767
42.4411, -83.214
42.3777, -82.9494
42.435, -83.117
42.3784, -83.1144
42.362, -82.9736
42.2651, -83.1635
42.3652, -83.2095
42.4357, -83.0504
42.4263, -83.1474
42.3427, -83.0121
42.399, -83.0005
42.3466, -83.0027
42.4045, -83.213
42.4171, -83.1388
42.3704, -82.9529
42.4087, -83.0792
42.3769, -83.0779
42.3352, -83.1104
42.4049, -83.1655
42.3659, -82.9716
42.4142, -83.1993
42.4279, -83.2367
42.4056, -83.1772
42.3861, -83.2398
42.3795, -83.2711
42.3739, -83.1474
42.4349, -83.043
42.3634, -82.9356
42.417, -83.0077
42.3923, -83.138
42.4216, -83.1178
42.4369, -83.1228
42.3573, -83.111
42.4215, -83.1435
42.393, -83.224
42.449, -83.0003
42.4393, -83.0182
42.4343, -82.983
42.3446, -83.1192
42.4465, -82.971
42.4431, -83.1774
42.4117, -83.1992
42.3825, -83
42.4304, -83.0208
42.4085, -82.9396
42.3873, -83.1854
42.43, -83.2148
42.4472, -83.0638
42.3535, -83.191
42.3609, -83.0938
42.397, -83.1211
42.3983, -82.951
42.414, -83.1504
42.4022, -83.1694
42.422, -83.1018
42.3133, -83.1242
42.3745, -82.9889
42.4423, -83.2554
42.4406, -83.1425
42.4049, -83.2345
42.3839, -82.968
42.4285, -83.1787
42.3124, -83.0902
42.4082, -83.2511
42.3454, -83.0218
42.4234, -83.0337
42.4125, -83.149
42.4316, -83.1412
42.3204, -83.0699
42.38, -83.2121
42.4148, -83.2449
42.3686, -83.0877
42.3299, -83.1484
42.4454, -83.0458
42.337, -83.0186
42.3493, -83.2327
42.4024, -83.1585
42.4285, -83.0385
42.4183, -83.082
42.4058, -83.1468
42.4232, -83.0727
42.3574, -83.1787
42.4143, -83.0073
42.3602, -83.1375
42.3961, -82.9341
42.3483, -83.0903
42.4186, -83.1675
42.3483, -83.0574
42.4262, -82.9869
42.3796, -83.1384
42.3487, -83.0689
42.275, -83.1512
42.3337, -83.0651
42.3931, -83.1923
42.386, -83.2399
42.419, -83.0639
42.4355, -82.9617
42.4088, -82.9234
42.4139, -83.2382
42.4056, -83.162
42.4054, -83.2124
42.3951, -83.1162
42.3334, -83.1326
42.377, -83.0013
42.3294, -83.0384
42.3355, -83.041
42.4202, -83.1115
42.3891, -83.2268
42.389, -82.9758
42.3681, -83.2144
42.4173, -82.9331
42.4315, -83.1346
42.4339, -83.053
42.3475, -83.2309
42.4462, -82.9826
42.3865, -83.1346
42.3942, -83.225
42.3686, -83.2634
42.4192, -83.1161
42.3442, -83.0145
42.3663, -82.9716
42.3721, -83.0826
42.3496, -83.0795
42.4378, -83.0001
42.4422, -82.9896
42.4443, -83.22
42.4376, -83.0531
42.3531, -83.0423
42.4291, -83.1712
42.3917, -83.2153
42.3939, -83.1291
42.3799, -83.1589
42.3438, -83.0101
42.4341, -83.2605
42.4256, -83.1468
42.425, -83.1334
42.3626, -83.0562
42.3588, -83.0811
42.42, -83.2333
42.4317, -83.0478
42.3706, -83.0822
42.3917, -83.1387
42.3619, -83.1177
42.3451, -83.103
42.3415, -83.0653
42.3616, -83.0562
42.3647, -83.014
42.3668, -82.9707
42.3882, -83.2427
42.3653, -83.1306
42.4221, -83.1687
42.3546, -83.1709
42.435, -83.2363
42.4146, -83.2662
42.4148, -83.257
42.434, -83.2589
42.3653, -83.1974
42.3342, -83.0444
42.436, -82.9931
42.4156, -83.2264
42.3704, -83.1743
42.4289, -83.226
42.416, -83.1967
42.3607, -83.0041
42.3554, -83.1894
42.437, -83.2066
42.3182, -83.101
42.37, -83.097
42.3825, -83.2128
42.3589, -83.1938
42.3898, -83.197
42.4341, -83.109
42.4072, -82.9463
42.3919, -83.116
42.3565, -83.2089
42.3568, -83.1096
42.4103, -83.15
42.4258, -83.1545
42.3833, -83.0157
42.4469, -83.0255
42.3559, -83.2329
42.3824, -83.1529
42.3754, -83.1232
42.3705, -83.1657
42.4107, -82.9756
42.4254, -83.1543
42.3959, -83.1207
42.3641, -82.9799
42.3897, -82.9361
42.3954, -83.1839
42.3717, -83.1744
42.4352, -82.9774
42.3559, -83.072
42.3301, -83.1369
42.3226, -83.1058
42.3312, -83.1451
42.4142, -82.9403
42.4285, -83.0385
42.3947, -83.1233
42.3505, -83.2155
42.3684, -83.0012
42.387, -83.0796
42.3388, -83.1267
42.4247, -83.0911
42.335, -83.04
42.3441, -83.0599
42.4409, -82.9648
42.4151, -83.1977
42.3748, -83.1014
42.4295, -83.2325
42.3313, -83.0656
42.3826, -83.1603
42.435, -83.1907
42.3938, -83.201
42.3835, -82.9678
42.4324, -83.0285
42.4176, -82.9635
42.4274, -82.9989
42.4373, -83.2137
42.4023, -83.1569
42.4211, -83.1458
42.433, -83.0696
42.3812, -83.1735
42.3597, -83.0778
42.3217, -83.0715
42.415, -82.9421
42.4445, -83.0219
42.3528, -83.1878
42.3554, -83.2107
42.4158, -83.1409
42.3338, -83.0446
42.4464, -82.9739
42.3581, -83.0721
42.3673, -83.0813
42.3541, -83.0798
42.4104, -83.2618
42.3927, -83.0885
42.4447, -83.1804
42.4349, -82.9747
42.3872, -82.9484
42.3489, -83.2246
42.3847, -83.2203
42.4053, -83.152
42.31, -83.0987
42.3807, -83.1683
42.3595, -83.168
42.4156, -82.9756
42.2967, -83.1287
42.3885, -82.9414
42.4138, -83.2307
42.3783, -82.9858
42.4253, -82.9726
42.4289, -83.2775
42.4286, -83.2016
42.3648, -83.0954
42.4352, -83.2363
42.3678, -83.18
42.4148, -83.2204
42.3324, -83.0405
42.3917, -83.2314
42.3538, -83.2303
42.4102, -83.1308
42.3372, -83.2236
42.3541, -83.2347
42.437, -83.1461
42.3311, -83.1291
42.343, -83.0773
42.3653, -83.1698
42.3959, -83.1483
42.3802, -83.212
42.4128, -83.2257
42.3068, -83.1297
42.4032, -83.1388
42.3968, -82.9544
42.3569, -83.0527
42.3387, -83.0736
42.3642, -83.221
42.3325, -83.0472
42.4089, -83.2785
42.4199, -82.931
42.4083, -82.9821
42.3993, -82.9453
42.3053, -83.1189
42.3103, -83.1365
42.3734, -83.1639
42.4112, -83.1867
42.3906, -82.9747
42.4466, -83.119
42.4316, -83.0523
42.4152, -82.9881
42.4161, -83.1866
42.338, -83.0186
42.3859, -83.2451
42.4124, -83.1886
42.3949, -83.002
42.3381, -83.0538
42.3533, -83.1936
42.3943, -82.9648
42.3206, -83.1115
42.4126, -83.199
42.4024, -83.1508
42.4227, -82.9982
42.4404, -83.1462
42.3947, -83.2266
42.3621, -83.1968
42.3906, -83.0215
42.3345, -83.0872
42.4339, -82.9782
42.3497, -83.2372
42.3714, -83.0412
42.4041, -83.1724
42.4057, -82.9292
42.3661, -83.1748
42.4106, -83.0519
42.4251, -83.2495
42.3863, -83.142
42.4029, -83.1341
42.401, -83.2186
42.3847, -83.0844
42.4173, -83.2182
42.4156, -83.2184
42.3052, -83.1344
42.3902, -82.9732
42.3632, -83.1532
42.4389, -83.0056
42.3897, -83.0055
42.3707, -83.1614
42.3659, -83.1778
42.3742, -83.1046
42.356, -83.0667
42.373, -83.161
42.4318, -83.0538
42.4319, -83.0084
42.4112, -83.0491
42.3629, -83.2338
42.3528, -83.1487
42.43, -83.1589
42.4333, -83.2845
42.4353, -83.218
42.3468, -83.0387
42.4107, -83.1517
42.4184, -83.1987
42.3844, -83.2194
42.4437, -83.2342
42.3962, -83.0261
42.3889, -82.9851
42.4176, -83.1034
42.405, -82.9974
42.361, -83.2397
42.3731, -83.1198
42.4038, -83.1683
42.4089, -83.1317
42.4328, -83.0051
42.408, -82.9819
42.3301, -83.1484
42.4093, -83.2156
42.3893, -83.0059
42.3685, -83.0421
42.3434, -83.2084
42.3613, -83.2208
42.4015, -83.239
42.4383, -83.016
42.3944, -83.2259
42.4228, -82.9757
42.428, -83.009
42.4267, -83.0383
42.4306, -83.0316
42.3364, -83.0593
42.4254, -83.1864
42.4278, -83.0866
42.4021, -82.9183
42.3948, -83.14
42.3507, -82.9929
42.3718, -83.1995
42.4397, -83.102
42.3393, -83.1136
42.4302, -83.2394
42.3763, -83.2363
42.3925, -83.1981
42.3594, -83.2654
42.3789, -83.2733
42.3457, -83.0403
42.357, -83.0295
42.4154, -83.2429
42.4021, -82.9722
42.4166, -82.9553
42.329, -83.0612
42.3674, -83.0237
42.4113, -83.2057
42.4172, -83.1305
42.4201, -83.2277
42.3313, -83.1289
42.3673, -83.2095
42.4428, -83.1695
42.357, -83.1519
42.4243, -83.0888
42.3144, -83.1213
42.4063, -82.9688
42.3481, -83.0766
42.4205, -82.9747
42.3694, -83.1882
42.3678, -83.0891
42.3795, -83.1878
42.3516, -83.2061
42.4283, -83.2267
42.4346, -82.9924
42.4033, -82.9337
42.4047, -82.968
42.4321, -83.1951
42.4079, -83.2431
42.4363, -83.0837
42.425, -83.1621
42.4114, -83.1864
42.4346, -82.9532
42.3471, -83.0373
42.438, -83.1419
42.4282, -82.9863
42.4326, -82.9526
42.3467, -83.1233
42.4373, -83.2175
42.3728, -83.0006
42.3718, -83.1768
42.4368, -83.0721
42.4493, -82.982
42.3702, -83.136
42.4201, -82.9973
42.3653, -83.2239
42.3508, -83.0632
42.329, -83.0526
42.372, -83.0336
42.3918, -83.1964
42.4014, -83.2189
42.3363, -83.1131
42.4391, -83.1571
42.4097, -83.1493
42.3407, -83.0243
42.3896, -83.1308
42.429, -83.2759
42.4149, -83.1737
42.4156, -83.1929
42.3626, -83.1837
42.428, -83.1863
42.4167, -82.956
42.3878, -83.0212
42.3612, -82.9402
42.3083, -83.1332
42.3868, -83.1714
42.3034, -83.1349
42.3346, -83.2305
42.3103, -83.1302
42.4096, -82.9352
42.3913, -83.2584
42.3654, -83.1971
42.3921, -83.204
42.4309, -83.0396
42.4086, -83.1235
42.4275, -82.9321
42.4096, -83.1986
42.4203, -82.9739
42.4013, -83.1939
42.3555, -83.1396
42.3953, -82.989
42.3679, -83.1973
42.4165, -82.9497
42.4169, -83.1607
42.3933, -83.2626
42.4255, -83.2525
42.3616, -83.2206
42.4332, -83.0725
42.3504, -83.0558
42.4344, -82.9927
42.3652, -82.9749
42.367, -83.1342
42.4039, -83.1687
42.3424, -83.2031
42.3426, -83.0999
42.3709, -83.0793
42.4208, -83.2832
42.4167, -83.042
42.4305, -83.0892
42.4474, -83.0637
42.4155, -83.218
42.3585, -83.1636
42.4477, -83.0162
42.3213, -83.094
42.389, -83.109
42.3532, -83.2634
42.4187, -82.9649
42.3655, -83.1524
42.3445, -83.0084
42.4295, -82.9511
42.4397, -83.0922
42.2763, -83.1546
42.3318, -83.0419
42.4306, -83.2172
42.3954, -83.253
42.4437, -83.2229
42.3239, -83.1214
42.4232, -83.2005
42.4015, -83.2402
42.3628, -83.0308
42.3945, -83.1885
42.419, -82.9237
42.4388, -83.1483
42.3315, -83.0734
42.3665, -83.1732
42.3862, -83.0902
42.3759, -83.0414
42.4289, -83.0473
42.4096, -82.9149
42.3695, -83.0891
42.3129, -83.1335
42.4322, -83.1061
42.3666, -83.0826
42.3487, -83.2284
42.4136, -83.1461
42.3315, -83.0751
42.337, -83.1299
42.3805, -83.0929
42.3447, -83.1161
42.3922, -83.1901
42.4203, -83.2574
42.4152, -83.155
42.3893, -83.2335
42.4439, -83.2334
42.3393, -83.0672
42.3325, -83.0579
42.3688, -83.0888
42.4131, -82.9206
42.3728, -83.1866
42.3612, -83.1936
42.4066, -83.1724
42.4358, -83.217
42.4056, -83.1793
42.3587, -83.1036
42.3896, -83.1174
42.3906, -83.1396
42.4006, -83.1727
42.3433, -83.2154
42.3537, -82.991
42.3482, -83.2368
42.3073, -83.1021
42.3422, -83.2089
42.3909, -83.131
42.3324, -83.0674
42.4441, -82.9623
42.3798, -83.1395
42.4452, -82.9837
42.338, -83.1311
42.4189, -83.1896
42.4351, -82.9752
42.3542, -83.0533
42.3375, -83.0747
42.4345, -83.0045
42.3645, -83.2423
42.3661, -83.0058
42.3405, -83.0317
42.3884, -83.2154
42.3302, -83.1283
42.429, -83.2449
42.4167, -82.9134
42.3323, -83.2222
42.4042, -82.9859
42.4221, -82.9443
42.3531, -83.062
42.3447, -83.1161
42.3974, -83.2553
42.3894, -83.0861
42.4114, -83.1249
42.4257, -83.0801
42.4009, -83.2608
42.4025, -83.2223
42.443, -83.1865
42.4025, -83.1499
42.3273, -83.1094
42.4198, -82.9948
42.331, -83.1336
42.3763, -82.9829
42.428, -83.1029
42.3699, -83.175
42.3333, -83.0263
42.4064, -83.2403
42.4134, -83.066
42.4144, -82.9399
42.3981, -83.017
42.3953, -82.9533
42.3907, -83.1398
42.4, -83.1886
42.3499, -83.0511
42.4093, -83.216
42.4383, -83.0672
42.3798, -82.9834
42.4101, -83.2206
42.4214, -82.9338
42.3742, -83.0396
42.3369, -83.196
42.3396, -83.0715
42.4145, -83.1608
42.422, -82.9358
42.3733, -83.0952
42.4292, -83.0964
42.4171, -82.9827
42.4099, -83.0591
42.2724, -83.1558
42.3962, -83.1243
42.3535, -83.0799
42.3859, -83.1314
42.4346, -83.0039
42.4054, -83.1598
42.4239, -83.0432
42.3473, -83.0642
42.3173, -83.1025
42.3456, -83.2542
42.4164, -83.17
42.323, -83.0879
42.4166, -82.9364
42.4272, -83.2046
42.3539, -83.0595
42.4301, -83.2082
42.3587, -83.0579
42.3969, -83.0028
42.3821, -82.996
42.366, -83.1953
42.4089, -82.9667
42.4077, -82.9256
42.4419, -83.0017
42.4155, -83.2538
42.4087, -83.1936
42.3497, -83.0013
42.3217, -83.1012
42.4113, -83.1501
42.4166, -83.167
42.4365, -83.2599
42.4483, -83.0135
42.4261, -82.9619
42.4085, -82.9752
42.3524, -83.0525
42.391, -83.141
42.2997, -83.1298
42.3897, -82.9414
42.424, -83.2574
42.358, -83.0556
42.4151, -83.1818
42.3099, -83.098
42.4091, -83.0575
42.4293, -83.2408
42.3643, -83.139
42.3779, -83.0557
42.3498, -83.2115
42.437, -83.0644
42.3805, -83.2115
42.432, -83.1644
42.427, -83.0408
42.3366, -83.226
42.427, -82.9829
42.3061, -83.1286
42.3469, -83.1224
42.4371, -83.1487
42.337, -83.1219
42.3569, -83.055
42.3592, -83.2112
42.4166, -83.2283
42.4098, -82.9378
42.4314, -83.2028
42.3341, -83.0944
42.4106, -83.0581
42.4088, -83.0693
42.4114, -83.2177
42.4293, -83.2593
42.4269, -82.9846
42.4092, -82.957
42.3793, -83.0981
42.4479, -82.9498
42.392, -83.1307
42.4312, -83.1711
42.4294, -82.9598
42.425, -82.931
42.3547, -83.2057
42.3877, -82.9462
42.4488, -82.9588
42.3493, -83.0383
42.3288, -83.1117
42.3366, -83.0347
42.4252, -82.9477
42.4312, -83.0287
42.3996, -82.9344
42.3445, -83.1196
42.3338, -83.0651
42.4416, -83.2859
42.3303, -83.0636
42.3861, -83.2645
42.4056, -82.9436
42.3953, -83.0808
42.3986, -83.1631
42.3413, -83.0246
42.3737, -83.1057
42.3768, -83.1593
42.3609, -83.2405
42.341, -83.0147
42.4311, -83.1065
42.3408, -83.2233
42.3257, -83.0893
42.3871, -82.9893
42.3955, -83.1402
42.4327, -83.1976
42.3933, -82.9393
42.4161, -82.9571
42.3943, -82.9389
42.4084, -83.1469
42.4337, -83.0414
42.4242, -83.1333
42.4207, -83.2282
42.4089, -82.9235
42.4276, -82.9549
42.4128, -83.2846
42.433, -82.9485
42.3314, -83.0671
42.3414, -83.0793
42.3903, -83.0936
42.4435, -82.9516
42.4117, -83.1352
42.4065, -83.1389
42.4052, -82.9651
42.4381, -83.2202
42.3455, -83.2191
42.3882, -83.1633
42.349, -83.121
42.352, -83.1184
42.4186, -83.1795
42.3344, -83.2264
42.4352, -82.9948
42.4281, -83.2292
42.449, -82.9834
42.382, -83.1186
42.402, -83.2305
42.3948, -82.9413
42.3947, -83.2037
42.3418, -83.06
42.4405, -83.0805
42.3871, -83.2455
42.443, -83.2586
42.3897, -83.0765
42.3434, -83.2289
42.4204, -83.1103
42.4333, -83.2303
42.4457, -82.9837
42.3679, -83.1141
42.2754, -83.1475
42.376, -82.9878
42.3407, -83.0284
42.3456, -83.2004
42.353, -83.1
42.4397, -82.9927
42.3449, -83.108
42.4454, -83.1414
42.4159, -83.1993
42.3688, -83.1165
42.3341, -83.0347
42.4346, -83.1409
42.4171, -83.001
42.3882, -83.1359
42.3865, -83.1706
42.3691, -83.0945
42.4065, -82.9161
42.4178, -82.9475
42.3414, -83.0135
42.3682, -83.0309
42.3623, -82.95
42.2704, -83.155
42.4314, -83.218
42.3191, -83.0981
42.4202, -82.9546
42.3971, -83.0241
42.3451, -83.2628
42.4166, -83.2816
42.4122, -82.9636
42.3589, -83.0277
42.355, -83.0175
42.3859, -83.1378
42.3284, -83.0575
42.3964, -83.1992
42.4047, -82.9266
42.4319, -83.1099
42.3577, -82.9974
42.3541, -83.1261
42.2917, -83.1217
42.3942, -83.1985
42.3878, -83.2107
42.3423, -83.0621
42.3935, -83.2041
42.4066, -82.9513
42.4456, -82.9948
42.4275, -83.0525
42.3487, -83.038
42.3374, -83.2237
42.3693, -83.0891
42.3408, -83.1976
42.421, -82.9651
42.441, -83.2467
42.4118, -83.2332
42.4424, -83.1327
42.3556, -83.227
42.3495, -83.1154
42.4067, -83.2273
42.395, -82.9578
42.4098, -83.2177
42.4345, -83.0138
42.4147, -83.182
42.3459, -83.2099
42.434, -83.0142
42.3701, -83.1265
42.3628, -83.0562
42.4095, -82.9659
42.4199, -82.9145
42.3405, -83.0242
42.3521, -83.0613
42.3385, -83.0465
42.3454, -83.0104
42.4154, -83.001
42.4296, -83.2456
42.4321, -83.273
42.362, -83.0952
42.3825, -82.9838
42.4352, -82.9775
42.3867, -82.9706
42.3681, -83.0803
42.4361, -83.2032
42.4409, -83.0818
42.4094, -82.9825
42.3634, -83.166
42.4117, -83.1823
42.3926, -83.1981
42.3351, -83.0476
42.2843, -83.1635
42.3452, -83.0658
42.3464, -83.2617
42.3963, -83.2319
42.4215, -83.1707
42.4481, -82.9513
42.3351, -83.0294
42.3137, -83.0977
42.3647, -83.0313
42.3969, -83.0202
42.3968, -83.1617
42.3937, -83.1114
42.4111, -83.208
42.3922, -82.9695
42.4379, -83.0082
42.4408, -82.9603
42.4204, -83.2289
42.365, -83.225
42.4191, -83.2086
42.4379, -83.2267
42.442, -83.1419
42.3507, -83.0333
42.2899, -83.1284
